Payment ID,Order ID,Payment Date,Payment Method,Payment Amount,Payment Status,Transaction Reference,Bank Name,Created Date,Updated Date
900700,500700,2026-05-04,Debit Card,5983.98,SUCCESS,TXN655095194,State Bank of India,2026-05-04,2026-06-28
900701,500701,2026-04-12,Wallet,22799.52,SUCCESS,TXN957082396,Axis Bank,2026-04-12,2026-04-18
900702,500702,2025-01-06,Net Banking,7786.65,SUCCESS,TXN143799764,Axis Bank,2025-01-06,2026-01-06
900703,500703,2026-03-17,UPI,28137.76,SUCCESS,TXN318757401,State Bank of India,2026-03-17,2026-05-02
900704,500704,2024-04-07,Cash,19029.78,SUCCESS,TXN923396372,Kotak Mahindra Bank,2024-04-07,2024-10-08
900705,500705,2025-04-28,Net Banking,10788.33,SUCCESS,TXN501105178,Kotak Mahindra Bank,2025-04-28,2025-06-21
900706,500706,2025-06-17,Cash,19629.12,SUCCESS,TXN806528895,HDFC Bank,2025-06-17,2025-12-02
900707,500707,2026-06-29,Credit Card,13058.08,SUCCESS,TXN326953436,HDFC Bank,2026-06-29,2026-07-17
900708,500708,2025-01-12,Credit Card,30082.0,SUCCESS,TXN927723397,Axis Bank,2025-01-12,2025-04-13
900709,500709,2026-02-06,UPI,40639.93,FAILED,TXN420562039,Axis Bank,2026-02-06,2026-05-27
900710,500710,2026-06-22,Cash,9219.56,SUCCESS,TXN314610134,Axis Bank,2026-06-22,2026-07-20
900711,500711,2025-12-05,Credit Card,21993.44,SUCCESS,TXN566117682,Punjab National Bank,2025-12-05,2026-03-24
900712,500712,2026-07-24,Cash,21266.82,SUCCESS,TXN775984454,Punjab National Bank,2026-07-24,2026-07-25
900713,500713,2026-03-18,Credit Card,50961.88,SUCCESS,TXN661665819,Axis Bank,2026-03-18,2026-06-01
900714,500714,2026-03-18,Wallet,41040.2,SUCCESS,TXN873426975,Kotak Mahindra Bank,2026-03-18,2026-05-21
900715,500715,2025-01-01,Net Banking,48088.6,SUCCESS,TXN148596177,HDFC Bank,2025-01-01,2026-03-03
900716,500716,2025-05-11,Debit Card,13233.92,SUCCESS,TXN969737332,ICICI Bank,2025-05-11,2025-08-27
900717,500717,2024-07-13,Net Banking,9666.28,SUCCESS,TXN225282335,HDFC Bank,2024-07-13,2025-01-04
900718,500718,2025-01-18,Cash,10652.98,SUCCESS,TXN973094351,Kotak Mahindra Bank,2025-01-18,2026-01-22
900719,500719,2024-07-27,UPI,35289.39,SUCCESS,TXN976139210,HDFC Bank,2024-07-27,2026-07-09
900720,500720,2026-07-02,Cash,49061.98,SUCCESS,TXN304992835,HDFC Bank,2026-07-02,2026-07-11
900721,500721,2026-02-22,Net Banking,1462.46,SUCCESS,TXN606257674,HDFC Bank,2026-02-22,2026-06-17
900722,500722,2026-06-11,Net Banking,9947.35,SUCCESS,TXN632257271,Punjab National Bank,2026-06-11,2026-07-18
900723,500723,2026-05-18,Credit Card,43277.22,SUCCESS,TXN866963403,HDFC Bank,2026-05-18,2026-07-24
900724,500724,2025-04-20,Net Banking,13745.18,PENDING,TXN768615479,Punjab National Bank,2025-04-20,2025-10-14
900725,500725,2025-12-17,Credit Card,33277.56,SUCCESS,TXN730993734,Punjab National Bank,2025-12-17,2026-03-13
900726,500726,2026-01-30,Net Banking,25050.27,SUCCESS,TXN994513638,Punjab National Bank,2026-01-30,2026-07-16
900727,500727,2026-05-02,UPI,35568.96,SUCCESS,TXN816246415,Axis Bank,2026-05-02,2026-05-18
900728,500728,2024-12-18,Credit Card,47967.96,SUCCESS,TXN697892214,HDFC Bank,2024-12-18,2025-01-05
900729,500729,2026-06-02,UPI,5928.51,SUCCESS,TXN462639932,Axis Bank,2026-06-02,2026-06-09
900730,500730,2026-05-12,Cash,1789.61,SUCCESS,TXN387216523,ICICI Bank,2026-05-12,2026-07-16
900731,500731,2026-06-27,UPI,21825.5,FAILED,TXN213700517,Kotak Mahindra Bank,2026-06-27,2026-07-03
900732,500732,2026-05-22,Wallet,29628.24,PENDING,TXN413664671,Punjab National Bank,2026-05-22,2026-07-17
900733,500733,2024-09-10,Credit Card,10330.04,SUCCESS,TXN571489117,Axis Bank,2024-09-10,2024-09-16
900734,500734,2026-04-18,Debit Card,7530.58,SUCCESS,TXN775856484,Punjab National Bank,2026-04-18,2026-05-19
900735,500735,2026-02-02,Net Banking,3344.54,SUCCESS,TXN654217523,Punjab National Bank,2026-02-02,2026-05-05
900736,500736,2026-06-14,Debit Card,2644.76,SUCCESS,TXN531269332,ICICI Bank,2026-06-14,2026-07-11
900737,500737,2026-05-01,Wallet,14405.7,SUCCESS,TXN957995699,Punjab National Bank,2026-05-01,2026-07-06
900738,500738,2025-05-01,Debit Card,39382.08,SUCCESS,TXN108484954,State Bank of India,2025-05-01,2026-01-26
900739,500739,2026-04-24,Wallet,30355.19,SUCCESS,TXN574748306,Punjab National Bank,2026-04-24,2026-06-07
900740,500740,2026-02-23,Net Banking,10013.79,SUCCESS,TXN878568781,Punjab National Bank,2026-02-23,2026-03-27
900741,500741,2026-06-16,Credit Card,44929.29,SUCCESS,TXN125148911,HDFC Bank,2026-06-16,2026-07-20
900742,500742,2025-05-16,Debit Card,41105.59,SUCCESS,TXN378911373,Punjab National Bank,2025-05-16,2026-01-30
900743,500743,2026-05-16,Debit Card,22121.81,SUCCESS,TXN353507570,Punjab National Bank,2026-05-16,2026-07-29
900744,500744,2026-03-15,Wallet,40567.01,SUCCESS,TXN942661053,Punjab National Bank,2026-03-15,2026-04-19
900745,500745,2025-04-09,Net Banking,22290.58,SUCCESS,TXN205213639,ICICI Bank,2025-04-09,2026-04-08
900746,500746,2024-05-25,Debit Card,16667.02,SUCCESS,TXN826732562,Kotak Mahindra Bank,2024-05-25,2025-07-11
900747,500747,2026-04-20,Wallet,2956.21,SUCCESS,TXN625640719,Punjab National Bank,2026-04-20,2026-06-12
900748,500748,2025-09-18,UPI,3782.68,SUCCESS,TXN845682242,ICICI Bank,2025-09-18,2026-05-09
900749,500749,2026-05-25,UPI,8866.8,SUCCESS,TXN229779337,State Bank of India,2026-05-25,2026-07-01
900750,500750,2026-03-31,Credit Card,37966.85,SUCCESS,TXN252621455,Kotak Mahindra Bank,2026-03-31,2026-05-23
900751,500751,2025-06-15,Cash,26777.1,SUCCESS,TXN474358952,HDFC Bank,2025-06-15,2025-07-07
900752,500752,2026-06-21,Credit Card,1847.61,SUCCESS,TXN918138906,ICICI Bank,2026-06-21,2026-07-23
900753,500753,2025-10-15,Wallet,47823.5,SUCCESS,TXN769574098,Axis Bank,2025-10-15,2026-05-01
900754,500754,2026-03-16,Credit Card,6534.79,SUCCESS,TXN859359486,HDFC Bank,2026-03-16,2026-06-03
900755,500755,2024-12-10,Cash,40308.43,SUCCESS,TXN660228870,ICICI Bank,2024-12-10,2026-04-11
900756,500756,2024-11-08,Credit Card,21741.56,SUCCESS,TXN990873441,Punjab National Bank,2024-11-08,2026-06-24
900757,500757,2026-03-28,Debit Card,18471.21,SUCCESS,TXN569243880,ICICI Bank,2026-03-28,2026-05-20
900758,500758,2025-12-17,Credit Card,10533.6,SUCCESS,TXN296139268,State Bank of India,2025-12-17,2026-07-01
900759,500759,2025-08-21,Wallet,10227.77,SUCCESS,TXN162815808,State Bank of India,2025-08-21,2026-03-08
900760,500760,2024-08-03,Credit Card,10867.34,PENDING,TXN357293193,Kotak Mahindra Bank,2024-08-03,2026-03-26
900761,500761,2026-02-13,Net Banking,4966.48,SUCCESS,TXN170285223,Axis Bank,2026-02-13,2026-02-20
900762,500762,2025-08-13,Cash,33333.3,SUCCESS,TXN799597461,ICICI Bank,2025-08-13,2026-01-15
900763,500763,2026-04-14,Credit Card,44792.52,SUCCESS,TXN939691516,ICICI Bank,2026-04-14,2026-06-21
900764,500764,2026-06-20,Wallet,50509.91,FAILED,TXN279724704,HDFC Bank,2026-06-20,2026-06-23
900765,500765,2026-02-23,Credit Card,8833.43,SUCCESS,TXN728309864,Kotak Mahindra Bank,2026-02-23,2026-05-06
900766,500766,2024-09-24,Wallet,30088.75,SUCCESS,TXN697514863,State Bank of India,2024-09-24,2025-12-10
900767,500767,2026-01-07,Debit Card,20375.07,SUCCESS,TXN364063487,Punjab National Bank,2026-01-07,2026-03-30
900768,500768,2026-01-04,Cash,55007.33,SUCCESS,TXN611669068,HDFC Bank,2026-01-04,2026-01-06
900769,500769,2025-02-09,Cash,31296.44,SUCCESS,TXN133229644,Punjab National Bank,2025-02-09,2026-05-10
900770,500770,2026-07-31,UPI,47158.28,SUCCESS,TXN233964179,Axis Bank,2026-07-31,2026-07-31
900771,500771,2025-05-29,Credit Card,6713.57,PENDING,TXN196600815,Kotak Mahindra Bank,2025-05-29,2026-04-14
900772,500772,2026-07-31,Wallet,26066.13,SUCCESS,TXN750716503,ICICI Bank,2026-07-31,2026-07-31
900773,500773,2026-03-03,Credit Card,51044.05,SUCCESS,TXN808496105,Punjab National Bank,2026-03-03,2026-07-25
900774,500774,2025-08-10,Credit Card,12667.61,SUCCESS,TXN661652825,Punjab National Bank,2025-08-10,2025-12-28
900775,500775,2026-05-04,Net Banking,39178.27,SUCCESS,TXN102099126,Axis Bank,2026-05-04,2026-07-25
900776,500776,2026-05-28,Wallet,53633.5,SUCCESS,TXN656515311,Axis Bank,2026-05-28,2026-07-30
900777,500777,2026-06-07,Debit Card,40423.64,SUCCESS,TXN105539736,Axis Bank,2026-06-07,2026-06-19
900778,500778,2025-04-09,Credit Card,29835.47,SUCCESS,TXN311394879,ICICI Bank,2025-04-09,2025-09-24
900779,500779,2026-05-05,Debit Card,28667.49,SUCCESS,TXN365379125,HDFC Bank,2026-05-05,2026-07-04
900780,500780,2026-07-20,Cash,30389.35,FAILED,TXN570867440,HDFC Bank,2026-07-20,2026-07-30
900781,500781,2026-07-12,UPI,38054.21,PENDING,TXN940360006,ICICI Bank,2026-07-12,2026-07-13
900782,500782,2026-01-19,UPI,34462.66,SUCCESS,TXN416664467,Axis Bank,2026-01-19,2026-05-01
900783,500783,2025-05-17,Net Banking,6678.34,SUCCESS,TXN953801568,Axis Bank,2025-05-17,2026-03-30
900784,500784,2025-02-18,UPI,20515.69,SUCCESS,TXN210262182,HDFC Bank,2025-02-18,2025-04-28
900785,500785,2025-11-03,Wallet,13452.65,SUCCESS,TXN766633565,Axis Bank,2025-11-03,2026-02-06
900786,500786,2029-11-22 00:00:00,Debit Card,28902.59,FAILED,TXN726706507,Kotak Mahindra Bank,2025-09-02,2025-11-15
900787,500787,2025-08-21,Cash,38110.88,SUCCESS,TXN979591893,Kotak Mahindra Bank,2025-08-21,2025-09-17
900788,500788,2026-05-17,Net Banking,9029.42,SUCCESS,TXN846016035,Punjab National Bank,2026-05-17,2026-07-15
900789,500789,2026-06-12,UPI,24920.6,success,TXN587803152,HDFC Bank,2026-06-12,2026-07-13
900790,500790,2026-06-27,Debit Card,34228.9,SUCCESS,TXN966800964,Punjab National Bank,2026-06-27,2026-07-21
900791,500791,2024-05-10,Credit Card,16492.74,SUCCESS,TXN412003832,Axis Bank,2024-05-10,2024-11-25
900792,500792,2025-01-04,Debit Card,27328.65,SUCCESS,TXN871845007,ICICI Bank,2025-01-04,2025-12-17
900793,500793,2026-06-26,Wallet,45923.97,SUCCESS,TXN247364121,Axis Bank,2026-06-26,2026-07-03
900794,500794,2025-08-04,Cash,27626.21,SUCCESS,TXN565701222,Punjab National Bank,2025-08-04,2025-09-06
900795,500795,2026-02-21,Cash,26393.05,SUCCESS,TXN561215232,Punjab National Bank,2026-02-21,2026-04-24
900796,500796,2024-11-03,UPI,15856.79,SUCCESS,TXN775876602,State Bank of India,2024-11-03,2025-03-12
900797,500797,2026-02-06,Cash,11318.89,SUCCESS,TXN169656902,ICICI Bank,2026-02-06,2026-06-16
900798,500798,2026-03-01,Cash,38162.04,SUCCESS,TXN845724084,Axis Bank,2026-03-01,2026-07-05
900799,500799,2025-11-01,Net Banking,17467.26,SUCCESS,TXN351668540,Axis Bank,2025-11-01,2026-02-20
900800,500800,2026-01-05,UPI,18989.87,SUCCESS,TXN416805398,Axis Bank,2026-01-05,2026-05-17
900801,500801,2025-12-28,Debit Card,30494.49,SUCCESS,TXN963830093,Axis Bank,2025-12-28,2026-03-19
900802,500802,2025-01-22,Cash,11345.63,PENDING,TXN650605130,Kotak Mahindra Bank,2025-01-22,2025-04-12
900803,500803,2025-09-15,Wallet,33449.88,SUCCESS,TXN453520145,State Bank of India,2025-09-15,2026-02-16
900804,500804,2026-07-17,Wallet,38675.6,SUCCESS,TXN894376757,Kotak Mahindra Bank,2026-07-17,2026-07-31
900805,500805,2026-07-26,Cash,16751.78,FAILED,TXN913688073,Punjab National Bank,2026-07-26,2026-07-26
900806,500806,2026-01-08,Net Banking,20748.66,SUCCESS,TXN350958360,Kotak Mahindra Bank,2026-01-08,2026-06-07
900807,500807,2025-11-29,Net Banking,20020.8,SUCCESS,TXN926921933,Punjab National Bank,2025-11-29,2026-03-15
900808,500808,2026-02-28,UPI,30875.25,SUCCESS,TXN636656386,Punjab National Bank,2026-02-28,2026-05-29
900809,500809,2025-11-12,Cash,16341.84,SUCCESS,TXN124953585,Kotak Mahindra Bank,2025-11-12,2025-11-28
900810,500810,2026-06-22,Net Banking,28143.85,SUCCESS,TXN319263036,Axis Bank,2026-06-22,2026-06-26
900811,500811,2026-01-07,Credit Card,28769.69,PENDING,TXN212005417,Punjab National Bank,2026-01-07,2026-05-28
900812,500812,2025-12-27,Debit Card,43857.5,PENDING,TXN321075169,ICICI Bank,2025-12-27,2026-03-11
900813,500813,2025-04-03,Net Banking,38436.58,SUCCESS,TXN268615534,HDFC Bank,2025-04-03,2025-06-08
900814,500814,2025-08-30,Debit Card,37413.27,SUCCESS,TXN564071937,Punjab National Bank,2025-08-30,2026-04-30
900815,500815,2024-08-28,UPI,8482.68,SUCCESS,TXN253214356,Axis Bank,2024-08-28,2024-11-01
900816,500816,2025-10-29,Cash,28956.22,SUCCESS,TXN141966969,Punjab National Bank,2025-10-29,2025-12-14
900817,500817,2026-01-27,Credit Card,17132.66,SUCCESS,TXN545659507,ICICI Bank,2026-01-27,2026-03-13
900818,500818,2025-04-16,Wallet,55844.77,SUCCESS,TXN146884366,ICICI Bank,2025-04-16,2026-07-13
900819,500819,2025-05-06,Net Banking,1862.98,SUCCESS,TXN541606556,Kotak Mahindra Bank,2025-05-06,2025-07-07
900820,500820,2025-09-26,Credit Card,39531.45,SUCCESS,TXN643382699,HDFC Bank,2025-09-26,2026-05-20
900821,500821,2025-04-21,Net Banking,5404.88,SUCCESS,TXN140560232,HDFC Bank,2025-04-21,2025-08-27
900822,500822,2026-06-19,Wallet,23464.37,SUCCESS,TXN360160777,Punjab National Bank,2026-06-19,2026-07-17
900823,500823,2025-08-21,UPI,37346.62,SUCCESS,TXN674080176,Punjab National Bank,2025-08-21,2026-03-09
900824,500824,2026-06-30,Wallet,23623.15,SUCCESS,TXN671551491,ICICI Bank,2026-06-30,2026-07-28
900825,500825,2025-11-29,Wallet,30705.22,PENDING,TXN431060640,Axis Bank,2025-11-29,2025-12-12
900826,500826,2025-07-10,UPI,16040.78,PENDING,TXN117221150,Axis Bank,2025-07-10,2025-07-24
900827,500827,2026-07-15,Wallet,28129.56,PENDING,TXN280262874,Punjab National Bank,2026-07-15,2026-07-20
900828,500828,2026-07-17,Cash,32236.0,SUCCESS,TXN524196654,Axis Bank,2026-07-17,2026-07-18
900829,500829,2025-09-07,Net Banking,45058.03,SUCCESS,TXN336326489,HDFC Bank,2025-09-07,2026-01-27
900830,500830,2024-05-10,Wallet,40076.36,SUCCESS,TXN675720531,Kotak Mahindra Bank,2024-05-10,2024-11-01
900831,500831,2026-07-19,Credit Card,39767.24,PENDING,TXN456532271,ICICI Bank,2026-07-19,2026-07-29
900832,500832,2026-04-22,Net Banking,49065.12,SUCCESS,TXN510568162,Kotak Mahindra Bank,2026-04-22,2026-07-12
900833,500833,2025-01-18,Debit Card,39122.24,SUCCESS,TXN353828616,Punjab National Bank,2025-01-18,2026-04-01
900834,500834,2025-07-30,Wallet,31415.03,SUCCESS,TXN140702031,ICICI Bank,2025-07-30,2026-06-01
900835,500835,2024-11-18,Cash,49347.02,SUCCESS,TXN950167054,Axis Bank,2024-11-18,2025-09-09
900836,500836,2028-02-07 00:00:00,Wallet,30516.37,SUCCESS,TXN847622862,Punjab National Bank,2025-08-01,2025-11-22
900837,500837,2024-08-11,Credit Card,22281.66,SUCCESS,TXN234820097,HDFC Bank,2024-08-11,2025-02-04
900838,500838,2025-10-14,Credit Card,17481.94,SUCCESS,TXN874891307,ICICI Bank,2025-10-14,2026-02-16
900839,500839,2026-05-19,UPI,40406.87,SUCCESS,TXN486098163,Axis Bank,2026-05-19,2026-07-06
900840,500840,2026-06-10,Net Banking,23444.87,SUCCESS,TXN121271982,Axis Bank,2026-06-10,2026-07-07
900841,500841,2025-08-10,Net Banking,9677.89,SUCCESS,TXN597841726,State Bank of India,2025-08-10,2026-03-30
900842,500842,2025-09-05,UPI,4091.86,SUCCESS,TXN113780688,Kotak Mahindra Bank,2025-09-05,2026-03-15
900843,500843,2026-05-28,Cash,40254.81,SUCCESS,TXN176487306,Axis Bank,2026-05-28,2026-06-01
900844,500844,2026-06-19,Wallet,48940.62,FAILED,TXN474283516,Kotak Mahindra Bank,2026-06-19,2026-07-20
900845,500845,2025-06-07,UPI,20290.89,SUCCESS,TXN973087834,State Bank of India,2025-06-07,2026-04-26
900846,500846,2025-03-26,Debit Card,15072.93,FAILED,TXN365659616,Kotak Mahindra Bank,2025-03-26,2026-01-16
900847,500847,2025-10-11,Wallet,35358.19,PENDING,TXN729384966,HDFC Bank,2025-10-11,2026-07-03
900848,500848,2026-07-22,Wallet,22040.12,SUCCESS,TXN511016138,Kotak Mahindra Bank,2026-07-22,2026-07-26
900849,500849,2026-04-24,Debit Card,17369.53,SUCCESS,TXN974270684,ICICI Bank,2026-04-24,2026-05-28
900850,500850,2024-11-18,UPI,19621.7,SUCCESS,TXN174991729,Punjab National Bank,2024-11-18,2026-01-19
900851,500851,2025-03-15,Net Banking,16131.11,SUCCESS,TXN295404184,Kotak Mahindra Bank,2025-03-15,2026-07-13
900852,500852,2025-11-13,Debit Card,36496.88,SUCCESS,TXN538937500,Axis Bank,2025-11-13,2026-01-07
900853,500853,2026-01-09,Credit Card,41719.32,Success,,Axis Bank,2026-01-09,2026-06-30
900854,500854,2026-03-30,Credit Card,37826.0,REFUNDED,TXN660852445,HDFC Bank,2026-03-30,2026-05-17
900855,500855,2025-03-23,Debit Card,7344.87,SUCCESS,TXN498127494,Punjab National Bank,2025-03-23,2026-06-21
900856,500856,2025-12-11,Debit Card,44233.96,SUCCESS,TXN965726040,HDFC Bank,2025-12-11,2025-12-11
900857,500857,2026-07-13,Debit Card,23036.89,SUCCESS,TXN850829666,ICICI Bank,2026-07-13,2026-07-24
900858,500858,2026-05-27,Debit Card,41533.53,SUCCESS,TXN117856651,Punjab National Bank,2026-05-27,2026-07-12
900859,500859,2026-06-21,Cash,31985.89,SUCCESS,TXN952508471,HDFC Bank,2026-06-21,2026-07-13
900860,500860,2026-02-11,Debit Card,14121.66,PENDING,TXN751947912,ICICI Bank,2026-02-11,2026-03-19
900861,500861,2025-05-17,Debit Card,9762.81,SUCCESS,TXN993733419,Punjab National Bank,2025-05-17,2026-02-21
900862,500862,2026-05-02,Credit Card,4368.43,SUCCESS,TXN283001054,Punjab National Bank,2026-05-02,2026-07-30
900863,500863,2025-06-05,Credit Card,34394.35,PENDING,TXN872208263,State Bank of India,2025-06-05,2026-05-11
900864,500864,2025-05-14,Wallet,2489.78,SUCCESS,TXN457342476,ICICI Bank,2025-05-14,2026-03-04
900865,500865,2026-07-10,Wallet,49721.28,SUCCESS,TXN789451985,Kotak Mahindra Bank,2026-07-10,2026-07-23
900866,500866,2026-05-25,Wallet,40440.28,SUCCESS,TXN224668108,Kotak Mahindra Bank,2026-05-25,2026-07-11
900867,500867,2025-02-25,Net Banking,28387.87,SUCCESS,TXN554942797,State Bank of India,2025-02-25,2026-03-05
900868,500868,2025-08-18,Cash,21943.41,SUCCESS,TXN594568456,State Bank of India,2025-08-18,2025-10-31
900869,500869,2026-07-21,Wallet,34223.59,SUCCESS,TXN960380468,Punjab National Bank,2026-07-21,2026-07-21
900870,500870,2026-07-04,Wallet,1889.2,SUCCESS,TXN989796220,ICICI Bank,2026-07-04,2026-07-19
900871,500871,2025-07-13,Wallet,35426.77,SUCCESS,TXN889979323,HDFC Bank,2025-07-13,2025-10-12
900872,500872,2025-04-04,Cash,56677.63,SUCCESS,TXN521213424,State Bank of India,2025-04-04,2025-11-06
900873,500873,2026-03-12,Credit Card,31308.56,SUCCESS,TXN852809702,Kotak Mahindra Bank,2026-03-12,2026-06-20
900874,500874,2026-03-19,Net Banking,28438.64,PENDING,TXN802907889,ICICI Bank,2026-03-19,2026-04-23
900875,500875,2025-03-11,Debit Card,8888.64,SUCCESS,TXN879490941,Kotak Mahindra Bank,2025-03-11,2025-05-02
900876,500876,2024-05-05,UPI,27658.01,SUCCESS,TXN481805252,Axis Bank,2024-05-05,2024-11-04
900877,500877,2025-11-04,Credit Card,25692.8,SUCCESS,TXN136499524,HDFC Bank,2025-11-04,2026-03-07
900878,500878,2025-03-05,Net Banking,44424.49,SUCCESS,TXN978530356,Punjab National Bank,2025-03-05,2026-03-31
900879,500879,2026-04-08,Cash,14066.1,SUCCESS,TXN341522162,HDFC Bank,2026-04-08,2026-06-22
900880,500880,2026-05-31,Wallet,37292.79,SUCCESS,TXN854558091,Axis Bank,2026-05-31,2026-06-19
900881,500881,2026-05-12,Net Banking,28295.13,SUCCESS,TXN697065054,Kotak Mahindra Bank,2026-05-12,2026-07-18
900882,500882,2026-03-03,Wallet,-40284.42,SUCCESS,TXN225977908,ICICI Bank,2026-03-03,2026-04-18
900883,500883,2025-02-10,Cash,5128.1,SUCCESS,TXN375694467,HDFC Bank,2025-02-10,2025-05-07
900884,500884,2025-10-02,Credit Card,43150.13,FAILED,TXN422766775,HDFC Bank,2025-10-02,2026-06-24
900885,500885,2025-01-24,Cash,50360.65,SUCCESS,TXN677898037,Kotak Mahindra Bank,2025-01-24,2025-08-26
900886,500886,2025-10-29,Credit Card,54644.5,SUCCESS,TXN746547614,Kotak Mahindra Bank,2025-10-29,2026-02-16
900887,500887,2026-05-10,Credit Card,48792.61,SUCCESS,TXN529560480,Axis Bank,2026-05-10,2026-05-20
900888,500888,2025-04-23,Wallet,28385.63,SUCCESS,TXN848186455,Punjab National Bank,2025-04-23,2025-07-30
900889,500889,2025-02-17,Net Banking,51215.52,SUCCESS,TXN506885773,HDFC Bank,2025-02-17,2025-10-28
900890,500890,2026-07-10,CRYPTO,50524.65,SUCCESS,TXN935447323,State Bank of India,2026-07-10,2026-07-14
900891,500891,2026-05-18,UPI,15294.56,SUCCESS,TXN288690127,Kotak Mahindra Bank,2026-05-18,2026-06-26
900892,500892,2026-02-23,Cash,1794.85,SUCCESS,TXN206371470,HDFC Bank,2026-02-23,2026-04-07
900893,500893,2026-05-07,Cash,25371.71,success,TXN532343498,Axis Bank,2026-05-07,2026-07-21
900894,500894,2026-05-07,Wallet,25009.89,SUCCESS,TXN497446283,Punjab National Bank,2026-05-07,2026-06-07
900895,500895,2025-09-24,Debit Card,14596.84,SUCCESS,TXN559309261,Kotak Mahindra Bank,2025-09-24,2026-01-19
900896,500896,2025-04-30,UPI,17771.4,SUCCESS,TXN883781096,ICICI Bank,2025-04-30,2025-06-16
900897,500897,2026-01-06,Wallet,19175.12,SUCCESS,TXN646193521,Punjab National Bank,2026-01-06,2026-02-09
900898,500898,2026-06-15,Credit Card,7082.45,SUCCESS,TXN992706183,Punjab National Bank,2026-06-15,2026-06-15
900899,500899,2026-04-28,Wallet,4607.79,FAILED,TXN754116657,HDFC Bank,2026-04-28,2026-07-14
900900,500900,2026-01-20,Credit Card,21900.63,SUCCESS,TXN651564517,State Bank of India,2026-01-20,2026-02-02
900901,500901,2026-06-05,UPI,37802.96,SUCCESS,TXN411454646,State Bank of India,2026-06-05,2026-07-05
900902,500902,2026-06-17,Cash,18286.9,SUCCESS,,HDFC Bank,2026-06-17,2026-07-16
900903,500903,2024-10-20,UPI,8245.76,SUCCESS,TXN475510815,Punjab National Bank,2024-10-20,2025-04-28
900904,500904,2024-07-29,Net Banking,39318.31,SUCCESS,TXN107420042,ICICI Bank,2024-07-29,2026-06-01
900905,500905,2025-11-17,UPI,41423.01,SUCCESS,TXN570913175,Punjab National Bank,2025-11-17,2026-06-29
900906,500906,2025-01-12,Debit Card,27859.82,SUCCESS,TXN143224883,ICICI Bank,2025-01-12,2026-02-20
900907,500907,2025-08-24,UPI,2827.59,FAILED,TXN552147658,Axis Bank,2025-08-24,2026-06-01
900908,500908,2026-02-06,Wallet,14537.58,SUCCESS,TXN986523469,Axis Bank,2026-02-06,2026-03-11
900909,500909,2025-02-25,UPI,30476.07,SUCCESS,TXN828330158,State Bank of India,2025-02-25,2026-05-10
900910,500910,2026-05-21,Cash,33266.14,SUCCESS,TXN263741036,Punjab National Bank,2026-05-21,2026-07-25
900911,500911,2026-02-23,Credit Card,24897.23,SUCCESS,TXN608838545,Punjab National Bank,2026-02-23,2026-03-21
900912,500912,2025-10-05,UPI,46746.69,SUCCESS,TXN242051544,Axis Bank,2025-10-05,2025-10-24
900913,500913,2026-05-31,Net Banking,26004.63,SUCCESS,TXN663683515,State Bank of India,2026-05-31,2026-07-14
900914,500914,2026-03-16,UPI,5543.83,SUCCESS,TXN389100789,State Bank of India,2026-03-16,2026-05-26
900915,500915,2026-06-11,Wallet,23469.16,SUCCESS,TXN445357898,ICICI Bank,2026-06-11,2026-06-29
900916,500916,2025-12-11,UPI,19174.22,SUCCESS,TXN204031858,Punjab National Bank,2025-12-11,2025-12-14
900917,500917,2026-07-14,Cash,39518.75,SUCCESS,TXN749306508,State Bank of India,2026-07-14,2026-07-21
900918,500918,2024-12-29,UPI,52219.97,SUCCESS,TXN729815562,Punjab National Bank,2024-12-29,2025-07-12
900919,500919,2026-05-23,Credit Card,29121.72,SUCCESS,TXN672903058,Punjab National Bank,2026-05-23,2026-06-11
900920,500920,2026-06-17,Debit Card,27980.66,SUCCESS,TXN493002419,Axis Bank,2026-06-17,2026-07-27
900921,500921,2026-05-01,Credit Card,36196.94,SUCCESS,TXN743336344,State Bank of India,2026-05-01,2026-07-29
900922,500922,2026-04-17,Net Banking,48335.1,SUCCESS,TXN835184880,Kotak Mahindra Bank,2026-04-17,2026-06-21
900923,500923,2026-01-24,CRYPTO,24212.7,SUCCESS,TXN297639735,HDFC Bank,2026-01-24,2026-03-05
900924,500924,2026-03-14,Cash,10684.9,SUCCESS,TXN377921559,State Bank of India,2026-03-14,2026-05-09
900925,500925,2026-03-28,Credit Card,19486.64,SUCCESS,TXN398238769,ICICI Bank,2026-03-28,2026-05-01
900926,500926,2026-07-15,Wallet,24981.0,SUCCESS,TXN749785103,State Bank of India,2026-07-15,2026-07-25
900927,500927,2026-01-11,UPI,24475.47,SUCCESS,TXN772114391,HDFC Bank,2026-01-11,2026-04-12
900928,500928,2026-05-17,UPI,15544.41,REFUNDED,TXN875888196,Punjab National Bank,2026-05-17,2026-07-04
900929,500929,2025-01-03,Debit Card,7139.26,SUCCESS,TXN318955963,Kotak Mahindra Bank,2025-01-03,2026-02-11
900930,500930,2025-06-26,Net Banking,13645.35,SUCCESS,TXN298672324,ICICI Bank,2025-06-26,2025-09-30
900931,500931,2026-03-10,Wallet,12131.52,PENDING,TXN752643989,ICICI Bank,2026-03-10,2026-03-27
900932,500932,2025-06-11,Wallet,28322.19,SUCCESS,TXN905783320,HDFC Bank,2025-06-11,2026-04-15
